,type,id,attributes_count,attributes.lineage,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.class,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
80,organisms,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae:Akkermansia:muciniphila,29,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae:Akkermansia:muciniphila,Verrucomicrobiaceae,Akkermansia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia,Bacteria,muciniphila,Bacteria,muciniphila,Akkermansia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AVerrucomicrobia%253AVerrucomicrobiae%253AVerrucomicrobiales%253AVerrucomicrobiaceae%253AAkkermansia%253Amuciniphila,MGYA00005292,17680.0,99.915230291,29.0,0.163888104,29.0,0.163888104,29.0,0.1639715029,29.0,0.1752689472,29.0,0.2150856634,29.0,1.2608695652
81,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas,30,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas,Porphyromonadaceae,Porphyromonas,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Porphyromonas,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APorphyromonas,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,3790.0,22.9058382691,30.0,0.2225024104,,
82,organisms,Bacteria:Cyanobacteria:4C0d-2:YS2,16,Bacteria:Cyanobacteria:4C0d-2:YS2,,,4C0d-2,YS2,Cyanobacteria,Bacteria,,Bacteria,YS2,4C0d-2,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ACyanobacteria%253A4C0d-2%253AYS2,MGYA00005292,17680.0,99.915230291,17.0,0.0960723368,16.0,0.0904210229,16.0,0.0904670361,,,,,,
83,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae,166,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae,Rikenellaceae,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Rikenellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,175.0,1.0576574399,,,,
84,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:CandidatusPhlomobacter,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:CandidatusPhlomobacter,Enterobacteriaceae,CandidatusPhlomobacter,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,,Bacteria,CandidatusPhlomobacter,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACandidatusPhlomobacter,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,71.0,0.4014474726,71.0,0.4291067327,1.0,0.007416747,,
85,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae,11,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae,Barnesiellaceae,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Barnesiellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABarnesiellaceae,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,11.0,0.0664813248,,,,
86,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Eggerthella:lenta,4,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Eggerthella:lenta,Coriobacteriaceae,Eggerthella,Coriobacteriia,Coriobacteriales,Actinobacteria,Bacteria,lenta,Bacteria,lenta,Eggerthella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253AEggerthella%253Alenta,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,17.0,0.0960723368,17.0,0.0961212258,17.0,0.1027438656,5.0,0.0370837351,4.0,0.1739130435
87,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megasphaera,888,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megasphaera,Veillonellaceae,Megasphaera,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Megasphaera,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AMegasphaera,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,888.0,6.5860713491,,
88,organisms,Unusigned,1750,Unusigned,,,,,,,,,Unusigned,,,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Unusigned,MGYA00005292,,,,,,,,,,,,,,
89,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae,10,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae,Oxalobacteraceae,,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Oxalobacteraceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AOxalobacteraceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,954.0,5.3940970259,10.0,0.060437568,,,,
90,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Psychroflexus,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Psychroflexus,Flavobacteriaceae,Psychroflexus,Flavobacteriia,Flavobacteriales,Bacteroidetes,Bacteria,,Bacteria,Psychroflexus,Flavobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253APsychroflexus,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,4.0,0.0226052557,4.0,0.022616759,3.0,0.0181312704,1.0,0.007416747,,
91,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:bifidum,6,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:bifidum,Bifidobacteriaceae,Bifidobacterium,Actinobacteria,Bifidobacteriales,Actinobacteria,Bacteria,bifidum,Bacteria,bifidum,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Abifidum,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,1002.0,5.6626165583,984.0,5.5637227185,984.0,5.9470566904,916.0,6.7937402655,6.0,0.2608695652
92,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus,Lactobacillaceae,Lactobacillus,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Lactobacillus,Lactobacillaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ALactobacillaceae%253ALactobacillus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,66.0,0.3731765238,4.0,0.0241750272,4.0,0.0296669881,,
93,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium,598,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium,Bifidobacteriaceae,Bifidobacterium,Actinobacteria,Bifidobacteriales,Actinobacteria,Bacteria,,Bacteria,Bifidobacterium,Bifidobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,1002.0,5.6626165583,984.0,5.5637227185,984.0,5.9470566904,916.0,6.7937402655,,
94,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:fragilis,30,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:fragilis,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,fragilis,Bacteria,fragilis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Afragilis,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,2443.0,18.1191129571,30.0,1.3043478261
95,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:mucosae,3,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:mucosae,Lactobacillaceae,Lactobacillus,Bacilli,Lactobacillales,Firmicutes,Bacteria,mucosae,Bacteria,mucosae,Lactobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ALactobacillaceae%253ALactobacillus%253Amucosae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,66.0,0.3731765238,4.0,0.0241750272,4.0,0.0296669881,3.0,0.1304347826
96,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:plebeius,4,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:plebeius,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,plebeius,Bacteria,plebeius,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aplebeius,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,2443.0,18.1191129571,4.0,0.1739130435
97,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira,915,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira,Lachnospiraceae,Lachnospira,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Lachnospira,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnospira,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,935.0,6.9346584588,,
98,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,157,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,Ruminococcaceae,Oscillospira,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Oscillospira,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AOscillospira,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,157.0,1.1644292813,,
99,organisms,Bacteria:OP9:JS1:BA021,2,Bacteria:OP9:JS1:BA021,,,JS1,BA021,OP9,Bacteria,,Bacteria,BA021,JS1,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AOP9%253AJS1%253ABA021,MGYA00005292,17680.0,99.915230291,2.0,0.0113026279,2.0,0.0113026279,2.0,0.0113083795,,,,,,
100,organisms,Archaea:Euryarchaeota:Thermoplasmata:E2:Methanomassiliicoccaceae:Methanomassiliicoccus,1,Archaea:Euryarchaeota:Thermoplasmata:E2:Methanomassiliicoccaceae:Methanomassiliicoccus,Methanomassiliicoccaceae,Methanomassiliicoccus,Thermoplasmata,E2,Euryarchaeota,Archaea,,Archaea,Methanomassiliicoccus,Methanomassiliicoccaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Archaea%253AEuryarchaeota%253AThermoplasmata%253AE2%253AMethanomassiliicoccaceae%253AMethanomassiliicoccus,MGYA00005292,15.0,0.084769709,15.0,0.084769709,1.0,0.0056513139,1.0,0.0056541898,1.0,0.0060437568,1.0,0.007416747,,
101,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Streptomycetaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Streptomycetaceae,Streptomycetaceae,,Actinobacteria,Actinomycetales,Actinobacteria,Bacteria,,Bacteria,Streptomycetaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AStreptomycetaceae,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,1002.0,5.6626165583,18.0,0.1017754156,1.0,0.0060437568,,,,
102,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,34,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,Lachnospiraceae,Blautia,Clostridia,Clostridiales,Firmicutes,Bacteria,producta,Bacteria,producta,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aproducta,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,451.0,3.3449529037,34.0,1.4782608696
103,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae,Microbacteriaceae,,Actinobacteria,Actinomycetales,Actinobacteria,Bacteria,,Bacteria,Microbacteriaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrobacteriaceae,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,1002.0,5.6626165583,18.0,0.1017754156,1.0,0.0060437568,,,,
104,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,7,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,Veillonellaceae,Veillonella,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Veillonella,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,15.0,0.1112512052,,
105,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Gallionellales:Gallionellaceae:Gallionella,1,Bacteria:Proteobacteria:Betaproteobacteria:Gallionellales:Gallionellaceae:Gallionella,Gallionellaceae,Gallionella,Betaproteobacteria,Gallionellales,Proteobacteria,Bacteria,,Bacteria,Gallionella,Gallionellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AGallionellales%253AGallionellaceae%253AGallionella,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,1.0,0.0056541898,1.0,0.0060437568,1.0,0.007416747,,
106,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Catenibacterium,2,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Catenibacterium,Erysipelotrichaceae,Catenibacterium,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,,Bacteria,Catenibacterium,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACatenibacterium,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,101.0,0.570782707,101.0,0.5710731652,101.0,0.6104194367,2.0,0.014833494,,
107,organisms,Bacteria:Chloroflexi:Anaerolineae:SJA-15,1,Bacteria:Chloroflexi:Anaerolineae:SJA-15,,,Anaerolineae,SJA-15,Chloroflexi,Bacteria,,Bacteria,SJA-15,Anaerolineae,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AChloroflexi%253AAnaerolineae%253ASJA-15,MGYA00005292,17680.0,99.915230291,1.0,0.0056513139,1.0,0.0056513139,1.0,0.0056541898,,,,,,
108,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,2,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,Streptococcaceae,Lactococcus,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Lactococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253ALactococcus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,66.0,0.3731765238,58.0,0.3505378944,2.0,0.014833494,,
109,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,2,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,Coriobacteriaceae,Collinsella,Coriobacteriia,Coriobacteriales,Actinobacteria,Bacteria,aerofaciens,Bacteria,aerofaciens,Collinsella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella%253Aaerofaciens,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,17.0,0.0960723368,17.0,0.0961212258,17.0,0.1027438656,6.0,0.0445004821,2.0,0.0869565217
110,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Hylemonella,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Hylemonella,Comamonadaceae,Hylemonella,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Hylemonella,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AHylemonella,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,954.0,5.3940970259,34.0,0.2054877312,1.0,0.007416747,,
111,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae,4,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae,Ectothiorhodospiraceae,,Gammaproteobacteria,Chromatiales,Proteobacteria,Bacteria,,Bacteria,Ectothiorhodospiraceae,Chromatiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales%253AEctothiorhodospiraceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,9.0,0.0508877078,4.0,0.0241750272,,,,
112,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:bromii,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:bromii,Ruminococcaceae,Ruminococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,bromii,Bacteria,bromii,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Abromii,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,326.0,2.4178595268,1.0,0.0434782609
113,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pectinatus,8,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pectinatus,Veillonellaceae,Pectinatus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Pectinatus,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253APectinatus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,8.0,0.0593339761,,
114,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,7,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,caccae,Bacteria,caccae,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acaccae,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,2443.0,18.1191129571,7.0,0.3043478261
115,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,Lachnospiraceae,Coprococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,eutactus,Bacteria,eutactus,Coprococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ACoprococcus%253Aeutactus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,283.0,2.0989394052,4.0,0.1739130435
116,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus:cateniformis,3,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus:cateniformis,Erysipelotrichaceae,Coprobacillus,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,cateniformis,Bacteria,cateniformis,Coprobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACoprobacillus%253Acateniformis,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,101.0,0.570782707,101.0,0.5710731652,101.0,0.6104194367,24.0,0.1780019284,3.0,0.1304347826
117,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,138,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,uniformis,Bacteria,uniformis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Auniformis,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,2443.0,18.1191129571,138.0,6.0
118,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Dehalobacteriaceae:Dehalobacterium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Dehalobacteriaceae:Dehalobacterium,Dehalobacteriaceae,Dehalobacterium,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Dehalobacterium,Dehalobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ADehalobacteriaceae%253ADehalobacterium,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1.0,0.0060437568,1.0,0.007416747,,
119,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:albus,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:albus,Ruminococcaceae,Ruminococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,albus,Bacteria,albus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Aalbus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,326.0,2.4178595268,3.0,0.1304347826
