,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.family,attributes.hierarchy.class,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
79,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,399,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,Clostridiales,Firmicutes,Ruminococcaceae,Clostridia,Bacteria,,Oscillospira,Bacteria,Oscillospira,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AOscillospira,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,1741.0,19.0294021205,401.0,6.7885559506,,
80,organisms,Archaea:Euryarchaeota:Thermoplasmata:E2:Methanomassiliicoccaceae:Methanomassiliicoccus,2,Archaea:Euryarchaeota:Thermoplasmata:E2:Methanomassiliicoccaceae:Methanomassiliicoccus,E2,Euryarchaeota,Methanomassiliicoccaceae,Thermoplasmata,Archaea,,Methanomassiliicoccus,Archaea,Methanomassiliicoccus,Methanomassiliicoccaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Archaea%253AEuryarchaeota%253AThermoplasmata%253AE2%253AMethanomassiliicoccaceae%253AMethanomassiliicoccus,MGYA00005314,229.0,1.8815216498,229.0,1.8815216498,4.0,0.032865007,4.0,0.0328731098,4.0,0.0437206252,2.0,0.0338581344,,
81,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,Bacteroidales,Bacteroidetes,SB-1,Bacteroidia,Bacteria,,,Bacteria,SB-1,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ASB-1,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,1.0,0.0109301563,,,,
82,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,producta,Blautia,Bacteria,producta,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aproducta,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,1068.0,11.6734069297,46.0,0.7787370916,3.0,0.1907183725
83,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae,8,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,,,Bacteria,Bacteroidaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,2130.0,23.2812329216,,,,
84,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,,Veillonella,Bacteria,Veillonella,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,24.0,0.2623237512,2.0,0.0338581344,,
85,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Catenibacterium,4,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Catenibacterium,Erysipelotrichales,Firmicutes,Erysipelotrichaceae,Erysipelotrichi,Bacteria,,Catenibacterium,Bacteria,Catenibacterium,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACatenibacterium,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,14.0,0.1150275244,14.0,0.1150558843,14.0,0.1530221882,4.0,0.0677162688,,
86,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Eubacteriaceae:Garciella,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Eubacteriaceae:Garciella,Clostridiales,Firmicutes,Eubacteriaceae,Clostridia,Bacteria,,Garciella,Bacteria,Garciella,Eubacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AEubacteriaceae%253AGarciella,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,1.0,0.0109301563,1.0,0.0169290672,,
87,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,2,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,Lactobacillales,Firmicutes,Streptococcaceae,Bacilli,Bacteria,,Lactococcus,Bacteria,Lactococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253ALactococcus,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,20.0,0.1643250349,4.0,0.0328731098,4.0,0.0437206252,2.0,0.0338581344,,
88,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,2,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,Coriobacteriales,Actinobacteria,Coriobacteriaceae,Coriobacteriia,Bacteria,aerofaciens,Collinsella,Bacteria,aerofaciens,Collinsella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella%253Aaerofaciens,MGYA00005314,11942.0,98.1184783502,15.0,0.1232437762,6.0,0.0492975105,6.0,0.0493096647,6.0,0.0655809378,2.0,0.0338581344,2.0,0.1271455817
89,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira:guilliermondii,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira:guilliermondii,Clostridiales,Firmicutes,Ruminococcaceae,Clostridia,Bacteria,guilliermondii,Oscillospira,Bacteria,guilliermondii,Oscillospira,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AOscillospira%253Aguilliermondii,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,1741.0,19.0294021205,401.0,6.7885559506,2.0,0.1271455817
90,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,58,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,caccae,Bacteroides,Bacteria,caccae,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acaccae,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,2130.0,23.2812329216,2114.0,35.7880480786,58.0,3.687221869
91,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae,14,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae,Clostridiales,Firmicutes,Mogibacteriaceae,Clostridia,Bacteria,,,Bacteria,Mogibacteriaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,14.0,0.1530221882,,,,
92,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,eutactus,Coprococcus,Bacteria,eutactus,Coprococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ACoprococcus%253Aeutactus,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,1068.0,11.6734069297,149.0,2.5224310141,2.0,0.1271455817
93,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,744,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,uniformis,Bacteroides,Bacteria,uniformis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Auniformis,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,2130.0,23.2812329216,2114.0,35.7880480786,744.0,47.2981563891
94,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:indistinctus,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:indistinctus,Bacteroidales,Bacteroidetes,Rikenellaceae,Bacteroidia,Bacteria,indistinctus,Alistipes,Bacteria,indistinctus,Alistipes,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253AAlistipes%253Aindistinctus,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,933.0,10.1978358291,2.0,0.0338581344,2.0,0.1271455817
95,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,66,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,Dorea,Bacteria,Dorea,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,1068.0,11.6734069297,66.0,1.1173184358,,
96,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,19,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,Bacteroidales,Bacteroidetes,Porphyromonadaceae,Bacteroidia,Bacteria,,Paludibacter,Bacteria,Paludibacter,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APaludibacter,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,1138.0,12.4385178708,19.0,0.321652277,,
97,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,9,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,Moryella,Bacteria,Moryella,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AMoryella,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,1068.0,11.6734069297,9.0,0.1523616049,,
98,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:vadinHB04,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:vadinHB04,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,,vadinHB04,Bacteria,vadinHB04,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AvadinHB04,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,24.0,0.2623237512,1.0,0.0169290672,,
99,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae:Ruminofilibacter:xylanolyticum,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae:Ruminofilibacter:xylanolyticum,Bacteroidales,Bacteroidetes,Marinilabiaceae,Bacteroidia,Bacteria,xylanolyticum,Ruminofilibacter,Bacteria,xylanolyticum,Ruminofilibacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AMarinilabiaceae%253ARuminofilibacter%253Axylanolyticum,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,6.0,0.0655809378,1.0,0.0169290672,1.0,0.0635727908
100,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:vulgaris,1,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:vulgaris,Desulfovibrionales,Proteobacteria,Desulfovibrionaceae,Deltaproteobacteria,Bacteria,vulgaris,Desulfovibrio,Bacteria,vulgaris,Desulfovibrio,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio%253Avulgaris,MGYA00005314,11942.0,98.1184783502,489.0,4.0177471038,124.0,1.0188152165,124.0,1.0190664037,124.0,1.3553393814,68.0,1.1511765702,1.0,0.0635727908
101,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia,6,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia,Enterobacteriales,Proteobacteria,Enterobacteriaceae,Gammaproteobacteria,Bacteria,,Serratia,Bacteria,Serratia,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASerratia,MGYA00005314,11942.0,98.1184783502,489.0,4.0177471038,195.0,1.6021690905,188.0,1.5450361604,188.0,2.0548693846,7.0,0.1185034705,,
102,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,,Sporomusa,Bacteria,Sporomusa,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASporomusa,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,24.0,0.2623237512,1.0,0.0169290672,,
103,organisms,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae:Akkermansia,1,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae:Akkermansia,Verrucomicrobiales,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiae,Bacteria,,Akkermansia,Bacteria,Akkermansia,Verrucomicrobiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AVerrucomicrobia%253AVerrucomicrobiae%253AVerrucomicrobiales%253AVerrucomicrobiaceae%253AAkkermansia,MGYA00005314,11942.0,98.1184783502,111.0,0.9120039438,111.0,0.9120039438,111.0,0.9122287968,111.0,1.2132473494,111.0,1.8791264601,,
104,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,142,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,Clostridiales,Firmicutes,Christensenellaceae,Clostridia,Bacteria,,,Bacteria,Christensenellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AChristensenellaceae,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,142.0,1.5520821948,,,,
105,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cloacae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cloacae,Enterobacteriales,Proteobacteria,Enterobacteriaceae,Gammaproteobacteria,Bacteria,cloacae,Enterobacter,Bacteria,cloacae,Enterobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEnterobacter%253Acloacae,MGYA00005314,11942.0,98.1184783502,489.0,4.0177471038,195.0,1.6021690905,188.0,1.5450361604,188.0,2.0548693846,1.0,0.0169290672,1.0,0.0635727908
106,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:Idiomarinaceae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:Idiomarinaceae,Alteromonadales,Proteobacteria,Idiomarinaceae,Gammaproteobacteria,Bacteria,,,Bacteria,Idiomarinaceae,Alteromonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAlteromonadales%253AIdiomarinaceae,MGYA00005314,11942.0,98.1184783502,489.0,4.0177471038,195.0,1.6021690905,1.0,0.0082182774,1.0,0.0109301563,,,,
107,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,7,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,acidifaciens,Bacteroides,Bacteria,acidifaciens,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aacidifaciens,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,2130.0,23.2812329216,2114.0,35.7880480786,7.0,0.4450095359
108,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,173,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,Bacteroidales,Bacteroidetes,S24-7,Bacteroidia,Bacteria,,,Bacteria,S24-7,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AS24-7,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,173.0,1.8909170401,,,,
109,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila,50,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila,Desulfovibrionales,Proteobacteria,Desulfovibrionaceae,Deltaproteobacteria,Bacteria,,Bilophila,Bacteria,Bilophila,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ABilophila,MGYA00005314,11942.0,98.1184783502,489.0,4.0177471038,124.0,1.0188152165,124.0,1.0190664037,124.0,1.3553393814,50.0,0.8464533604,,
110,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:adolescentis,3,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:adolescentis,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Actinobacteria,Bacteria,adolescentis,Bifidobacterium,Bacteria,adolescentis,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Aadolescentis,MGYA00005314,11942.0,98.1184783502,15.0,0.1232437762,8.0,0.065730014,8.0,0.0657462196,8.0,0.0874412504,8.0,0.1354325377,3.0,0.1907183725
111,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,1244,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,,Bacteroides,Bacteria,Bacteroides,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,2130.0,23.2812329216,2114.0,35.7880480786,,
112,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,29,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,Burkholderiales,Proteobacteria,Alcaligenaceae,Betaproteobacteria,Bacteria,,Sutterella,Bacteria,Sutterella,Alcaligenaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae%253ASutterella,MGYA00005314,11942.0,98.1184783502,489.0,4.0177471038,30.0,0.2464875524,30.0,0.2465483235,29.0,0.3169745327,29.0,0.490942949,,
113,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,20,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,Clostridiales,Firmicutes,Ruminococcaceae,Clostridia,Bacteria,flavefaciens,Ruminococcus,Bacteria,flavefaciens,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Aflavefaciens,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,1741.0,19.0294021205,342.0,5.7897409853,20.0,1.2714558169
114,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,970,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,Clostridiales,Firmicutes,Ruminococcaceae,Clostridia,Bacteria,,,Bacteria,Ruminococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,1741.0,19.0294021205,,,,
115,organisms,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae,5,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae,Victivallales,Lentisphaerae,Victivallaceae,Lentisphaeria,Bacteria,,,Bacteria,Victivallaceae,Victivallales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ALentisphaerae%253ALentisphaeria%253AVictivallales%253AVictivallaceae,MGYA00005314,11942.0,98.1184783502,6.0,0.0492975105,6.0,0.0492975105,6.0,0.0493096647,6.0,0.0655809378,,,,
116,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,48,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,Clostridiales,Firmicutes,Clostridiaceae,Clostridia,Bacteria,,Clostridium,Bacteria,Clostridium,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium,MGYA00005314,11942.0,98.1184783502,5814.0,47.769287651,5780.0,47.4899350916,5770.0,47.419460881,168.0,1.8362662586,65.0,1.1003893685,,
117,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,47,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,Bacteroidales,Bacteroidetes,Prevotellaceae,Bacteroidia,Bacteria,,Prevotella,Bacteria,Prevotella,Prevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella,MGYA00005314,11942.0,98.1184783502,5284.0,43.4146742256,5276.0,43.3489442117,5276.0,43.3596318212,178.0,1.9455678216,184.0,3.1149483663,,
