,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.species,attributes.hierarchy.family,attributes.hierarchy.kingdom,attributes.hierarchy.genus,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
78,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,3,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,Burkholderiales,,Alcaligenaceae,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,Alcaligenaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,426.0,0.5939600123,395.0,0.5673738491,,,,
79,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,77,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,Clostridiales,difficile,Peptostreptococcaceae,Bacteria,Clostridium,Firmicutes,Clostridia,Bacteria,difficile,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Adifficile,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,224.0,0.3217512461,321.0,0.6738459601,77.0,0.4440599769
80,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,Clostridiales,,Peptococcaceae,Bacteria,Peptococcus,Firmicutes,Clostridia,Bacteria,Peptococcus,Peptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae%253APeptococcus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,1.0,0.0014363895,1.0,0.0020992086,,
81,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,91,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,Clostridiales,,Mogibacteriaceae,Bacteria,Mogibacterium,Firmicutes,Clostridia,Bacteria,Mogibacterium,Mogibacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae%253AMogibacterium,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,98.0,0.1407661702,91.0,0.1910279825,,
82,organisms,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,12,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,Halanaerobiales,,Halanaerobiaceae,Bacteria,,Firmicutes,Clostridia,Bacteria,Halanaerobiaceae,Halanaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AHalanaerobiales%253AHalanaerobiaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,12.0,0.016731268,12.0,0.0172366739,,,,
83,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia:dispersa,179,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia:dispersa,Enterobacteriales,dispersa,Enterobacteriaceae,Bacteria,Erwinia,Proteobacteria,Gammaproteobacteria,Bacteria,dispersa,Erwinia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AErwinia%253Adispersa,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,908.0,1.9060814073,179.0,1.032295271
84,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:ginsengihumi,2,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:ginsengihumi,Bacillales,ginsengihumi,Bacillaceae,Bacteria,Bacillus,Firmicutes,Bacilli,Bacteria,ginsengihumi,Bacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae%253ABacillus%253Aginsengihumi,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,19.0,0.0264911743,12.0,0.0172366739,8.0,0.0167936688,2.0,0.0115340254
85,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,99,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,Clostridiales,,Ruminococcaceae,Bacteria,Ruminococcus,Firmicutes,Clostridia,Bacteria,Ruminococcus,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8362.0,12.0110889269,396.0,0.8312866049,,
86,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,17,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,Erysipelotrichales,,Erysipelotrichaceae,Bacteria,Coprobacillus,Firmicutes,Erysipelotrichi,Bacteria,Coprobacillus,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACoprobacillus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,626.0,0.872692801,626.0,0.8728144781,626.0,0.8991798216,20.0,0.041984172,,
87,organisms,Bacteria:Proteobacteria:Alphaproteobacteria:Rhodospirillales:Rhodospirillaceae,1,Bacteria:Proteobacteria:Alphaproteobacteria:Rhodospirillales:Rhodospirillaceae,Rhodospirillales,,Rhodospirillaceae,Bacteria,,Proteobacteria,Alphaproteobacteria,Bacteria,Rhodospirillaceae,Rhodospirillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AAlphaproteobacteria%253ARhodospirillales%253ARhodospirillaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,1.0,0.001394078,1.0,0.0013942723,1.0,0.0014363895,,,,
88,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,51,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,Clostridiales,,Lachnospiraceae,Bacteria,Ruminococcus,Firmicutes,Clostridia,Bacteria,Ruminococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,396.0,0.8312866049,,
89,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Clostridium:hungatei,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Clostridium:hungatei,Clostridiales,hungatei,Ruminococcaceae,Bacteria,Clostridium,Firmicutes,Clostridia,Bacteria,hungatei,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AClostridium%253Ahungatei,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8362.0,12.0110889269,321.0,0.6738459601,1.0,0.0057670127
90,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia:marcescens,454,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia:marcescens,Enterobacteriales,marcescens,Enterobacteriaceae,Bacteria,Serratia,Proteobacteria,Gammaproteobacteria,Bacteria,marcescens,Serratia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASerratia%253Amarcescens,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,1496.0,3.1404160631,454.0,2.6182237601
91,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Nitrosomonadales:Nitrosomonadaceae,2,Bacteria:Proteobacteria:Betaproteobacteria:Nitrosomonadales:Nitrosomonadaceae,Nitrosomonadales,,Nitrosomonadaceae,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,Nitrosomonadaceae,Nitrosomonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ANitrosomonadales%253ANitrosomonadaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,2.0,0.0027885447,2.0,0.002872779,,,,
92,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,15,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,Clostridiales,,Ruminococcaceae,Bacteria,Anaerofilum,Firmicutes,Clostridia,Bacteria,Anaerofilum,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AAnaerofilum,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8362.0,12.0110889269,15.0,0.031488129,,
93,organisms,Bacteria:Proteobacteria:Epsilonproteobacteria,1,Bacteria:Proteobacteria:Epsilonproteobacteria,,,,Bacteria,,Proteobacteria,Epsilonproteobacteria,Bacteria,Epsilonproteobacteria,Proteobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AEpsilonproteobacteria,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,1.0,0.001394078,,,,,,,,
94,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,424,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,Clostridiales,faecis,Lachnospiraceae,Bacteria,Roseburia,Firmicutes,Clostridia,Bacteria,faecis,Roseburia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia%253Afaecis,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,1857.0,3.8982303672,424.0,2.4452133795
95,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,248,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,Bacteroidales,,Odoribacteraceae,Bacteria,Odoribacter,Bacteroidetes,Bacteroidia,Bacteria,Odoribacter,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AOdoribacter,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,315.0,0.4524626898,248.0,0.5206037324,,
96,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Pseudonocardiaceae:Prauserella:rugosa,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Pseudonocardiaceae:Prauserella:rugosa,Actinomycetales,rugosa,Pseudonocardiaceae,Bacteria,Prauserella,Actinobacteria,Actinobacteria,Bacteria,rugosa,Prauserella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253APseudonocardiaceae%253APrauserella%253Arugosa,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,45.0,0.0627422548,1.0,0.0014363895,1.0,0.0020992086,1.0,0.0057670127
97,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,1,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,Hydrogenophilales,,Hydrogenophilaceae,Bacteria,Thiobacillus,Proteobacteria,Betaproteobacteria,Bacteria,Thiobacillus,Hydrogenophilaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AHydrogenophilales%253AHydrogenophilaceae%253AThiobacillus,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,1.0,0.0013942723,1.0,0.0014363895,1.0,0.0020992086,,
98,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:flexus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:flexus,Bacillales,flexus,Bacillaceae,Bacteria,Bacillus,Firmicutes,Bacilli,Bacteria,flexus,Bacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae%253ABacillus%253Aflexus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,19.0,0.0264911743,12.0,0.0172366739,8.0,0.0167936688,1.0,0.0057670127
99,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus:casseliflavus,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus:casseliflavus,Lactobacillales,casseliflavus,Enterococcaceae,Bacteria,Enterococcus,Firmicutes,Bacilli,Bacteria,casseliflavus,Enterococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AEnterococcaceae%253AEnterococcus%253Acasseliflavus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,51.0,0.0732558641,47.0,0.0986628041,1.0,0.0057670127
100,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,25,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,Bacteroidales,,Paraprevotellaceae,Bacteria,CF231,Bacteroidetes,Bacteroidia,Bacteria,CF231,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253ACF231,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,123.0,0.1766759074,25.0,0.052480215,,
101,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Aeromonadales,28,Bacteria:Proteobacteria:Gammaproteobacteria:Aeromonadales,Aeromonadales,,,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Aeromonadales,Gammaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAeromonadales,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,810.0,1.1293605867,,,,,,
102,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,17,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,Bacteroidales,melaninogenica,Prevotellaceae,Bacteria,Prevotella,Bacteroidetes,Bacteroidia,Bacteria,melaninogenica,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Amelaninogenica,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,2852.0,4.0965828294,2862.0,6.0079350085,17.0,0.0980392157
103,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,2,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,Burkholderiales,,Comamonadaceae,Bacteria,Methylibium,Proteobacteria,Betaproteobacteria,Bacteria,Methylibium,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AMethylibium,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,426.0,0.5939600123,19.0,0.0272914003,2.0,0.0041984172,,
104,organisms,Bacteria:TM7:TM7-3,1,Bacteria:TM7:TM7-3,,,,Bacteria,,TM7,TM7-3,Bacteria,TM7-3,TM7,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATM7%253ATM7-3,MGYA00005312,71732.0,100.0,1.0,0.001394078,1.0,0.001394078,,,,,,,,
105,organisms,Bacteria:Firmicutes:Bacilli:Bacillales,1,Bacteria:Firmicutes:Bacilli:Bacillales,Bacillales,,,Bacteria,,Firmicutes,Bacilli,Bacteria,Bacillales,Bacilli,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,19.0,0.0264911743,,,,,,
106,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:02d06,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:02d06,Clostridiales,,Clostridiaceae,Bacteria,02d06,Firmicutes,Clostridia,Bacteria,02d06,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253A02d06,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,550.0,0.7900142203,1.0,0.0020992086,,
107,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,143,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,Clostridiales,,Peptostreptococcaceae,Bacteria,,Firmicutes,Clostridia,Bacteria,Peptostreptococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,224.0,0.3217512461,,,,
108,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:hormaechei,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:hormaechei,Enterobacteriales,hormaechei,Enterobacteriaceae,Bacteria,Enterobacter,Proteobacteria,Gammaproteobacteria,Bacteria,hormaechei,Enterobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEnterobacter%253Ahormaechei,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,113.0,0.2372105716,1.0,0.0057670127
109,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Moraxella,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Moraxella,Pseudomonadales,,Moraxellaceae,Bacteria,Moraxella,Proteobacteria,Gammaproteobacteria,Bacteria,Moraxella,Moraxellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APseudomonadales%253AMoraxellaceae%253AMoraxella,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,419.0,0.584200106,57.0,0.081874201,1.0,0.0020992086,,
110,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Klebsiella:oxytoca,988,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Klebsiella:oxytoca,Enterobacteriales,oxytoca,Enterobacteriaceae,Bacteria,Klebsiella,Proteobacteria,Gammaproteobacteria,Bacteria,oxytoca,Klebsiella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AKlebsiella%253Aoxytoca,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,5591.0,11.7366752734,988.0,5.6978085352
111,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae,6,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae,Clostridiales,,Mogibacteriaceae,Bacteria,,Firmicutes,Clostridia,Bacteria,Mogibacteriaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,98.0,0.1407661702,,,,
112,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae:Wohlfahrtiimonas,56,Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae:Wohlfahrtiimonas,Xanthomonadales,,Xanthomonadaceae,Bacteria,Wohlfahrtiimonas,Proteobacteria,Gammaproteobacteria,Bacteria,Wohlfahrtiimonas,Xanthomonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AXanthomonadales%253AXanthomonadaceae%253AWohlfahrtiimonas,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,58.0,0.0808677951,57.0,0.081874201,56.0,0.1175556815,,
113,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Samsonia:erythrinae,6,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Samsonia:erythrinae,Enterobacteriales,erythrinae,Enterobacteriaceae,Bacteria,Samsonia,Proteobacteria,Gammaproteobacteria,Bacteria,erythrinae,Samsonia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASamsonia%253Aerythrinae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,6.0,0.0125952516,6.0,0.0346020761
114,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus,44,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus,Lactobacillales,,Enterococcaceae,Bacteria,Enterococcus,Firmicutes,Bacilli,Bacteria,Enterococcus,Enterococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AEnterococcaceae%253AEnterococcus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,51.0,0.0732558641,47.0,0.0986628041,,
115,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas,Bacteroidales,,Porphyromonadaceae,Bacteria,Porphyromonas,Bacteroidetes,Bacteroidia,Bacteria,Porphyromonas,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APorphyromonas,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,1720.0,2.4705899252,7.0,0.0146944602,,
116,organisms,Bacteria:WS2:Kazan-3B-09,1,Bacteria:WS2:Kazan-3B-09,,,,Bacteria,,WS2,Kazan-3B-09,Bacteria,Kazan-3B-09,WS2,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AWS2%253AKazan-3B-09,MGYA00005312,71732.0,100.0,1.0,0.001394078,1.0,0.001394078,,,,,,,,
117,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Brenneria:salicis,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Brenneria:salicis,Enterobacteriales,salicis,Enterobacteriaceae,Bacteria,Brenneria,Proteobacteria,Gammaproteobacteria,Bacteria,salicis,Brenneria,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ABrenneria%253Asalicis,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,1.0,0.0020992086,1.0,0.0057670127
