,type,id,attributes_count,attributes.lineage,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.class,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
79,organisms,Bacteria:Tenericutes:Mollicutes:RF39,173,Bacteria:Tenericutes:Mollicutes:RF39,,,Mollicutes,RF39,Tenericutes,Bacteria,,Bacteria,RF39,Mollicutes,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253AMollicutes%253ARF39,MGYA00005316,22553.0,99.4268835692,177.0,0.7803200635,175.0,0.7715709184,173.0,0.7630894094,,,,,,
80,organisms,Bacteria:Firmicutes:Bacilli:Bacillales,4,Bacteria:Firmicutes:Bacilli:Bacillales,,,Bacilli,Bacillales,Firmicutes,Bacteria,,Bacteria,Bacillales,Bacilli,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,87.0,0.3835809709,17.0,0.0749856645,,,,,,
81,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Leuconostocaceae:Leuconostoc,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Leuconostocaceae:Leuconostoc,Leuconostocaceae,Leuconostoc,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Leuconostoc,Leuconostocaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ALeuconostocaceae%253ALeuconostoc,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,87.0,0.3835809709,36.0,0.1587931719,1.0,0.0058028202,1.0,0.0093527871,,
82,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,4,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,Actinomycetaceae,Actinomyces,Actinobacteria,Actinomycetales,Actinobacteria,Bacteria,,Bacteria,Actinomyces,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AActinomyces,MGYA00005316,22553.0,99.4268835692,69.0,0.3041925671,22.0,0.0969974869,7.0,0.0308764501,4.0,0.0232112807,4.0,0.0374111485,,
83,organisms,Bacteria:Tenericutes:Mollicutes:Anaeroplasmatales:Anaeroplasmataceae:Anaeroplasma,2,Bacteria:Tenericutes:Mollicutes:Anaeroplasmatales:Anaeroplasmataceae:Anaeroplasma,Anaeroplasmataceae,Anaeroplasma,Mollicutes,Anaeroplasmatales,Tenericutes,Bacteria,,Bacteria,Anaeroplasma,Anaeroplasmataceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253AMollicutes%253AAnaeroplasmatales%253AAnaeroplasmataceae%253AAnaeroplasma,MGYA00005316,22553.0,99.4268835692,177.0,0.7803200635,175.0,0.7715709184,2.0,0.0088218429,2.0,0.0116056403,2.0,0.0187055743,,
84,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae:CandidatusRhodoluna,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae:CandidatusRhodoluna,Microbacteriaceae,CandidatusRhodoluna,Actinobacteria,Actinomycetales,Actinobacteria,Bacteria,,Bacteria,CandidatusRhodoluna,Microbacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrobacteriaceae%253ACandidatusRhodoluna,MGYA00005316,22553.0,99.4268835692,69.0,0.3041925671,22.0,0.0969974869,7.0,0.0308764501,1.0,0.0058028202,1.0,0.0093527871,,
85,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae,Flavobacteriaceae,,Flavobacteriia,Flavobacteriales,Bacteroidetes,Bacteria,,Bacteria,Flavobacteriaceae,Flavobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,12.0,0.0529077201,12.0,0.0529310573,12.0,0.069633842,,,,
86,organisms,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae:Akkermansia:muciniphila,469,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae:Akkermansia:muciniphila,Verrucomicrobiaceae,Akkermansia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia,Bacteria,muciniphila,Bacteria,muciniphila,Akkermansia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AVerrucomicrobia%253AVerrucomicrobiae%253AVerrucomicrobiales%253AVerrucomicrobiaceae%253AAkkermansia%253Amuciniphila,MGYA00005316,22553.0,99.4268835692,476.0,2.0984878543,476.0,2.098672898,476.0,2.0995986061,476.0,2.7621424012,472.0,4.4145155256,469.0,16.0836762689
87,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas,Porphyromonadaceae,Porphyromonas,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Porphyromonas,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APorphyromonas,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,1513.0,8.7796669181,5.0,0.0467639357,,
88,organisms,Bacteria:Cyanobacteria:4C0d-2:YS2,158,Bacteria:Cyanobacteria:4C0d-2:YS2,,,4C0d-2,YS2,Cyanobacteria,Bacteria,,Bacteria,YS2,4C0d-2,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ACyanobacteria%253A4C0d-2%253AYS2,MGYA00005316,22553.0,99.4268835692,159.0,0.7009654808,158.0,0.6966183149,158.0,0.6969255878,,,,,,
89,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter:freundii,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter:freundii,Enterobacteriaceae,Citrobacter,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,freundii,Bacteria,freundii,Citrobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACitrobacter%253Afreundii,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,284.0,1.2527016894,284.0,1.6480009285,11.0,0.1028806584,1.0,0.0342935528
90,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae,1136,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae,Rikenellaceae,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Rikenellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,1193.0,6.9227644635,,,,
91,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:CandidatusPhlomobacter,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:CandidatusPhlomobacter,Enterobacteriaceae,CandidatusPhlomobacter,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,,Bacteria,CandidatusPhlomobacter,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACandidatusPhlomobacter,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,284.0,1.2527016894,284.0,1.6480009285,2.0,0.0187055743,,
92,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Actinobacillus:parahaemolyticus,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Actinobacillus:parahaemolyticus,Pasteurellaceae,Actinobacillus,Gammaproteobacteria,Pasteurellales,Proteobacteria,Bacteria,parahaemolyticus,Bacteria,parahaemolyticus,Actinobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AActinobacillus%253Aparahaemolyticus,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,16.0,0.0705747431,16.0,0.0928451227,1.0,0.0093527871,1.0,0.0342935528
93,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae,46,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae,Barnesiellaceae,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Barnesiellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABarnesiellaceae,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,46.0,0.2669297278,,,,
94,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megasphaera,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megasphaera,Veillonellaceae,Megasphaera,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Megasphaera,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AMegasphaera,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,87.0,0.5048453548,1.0,0.0093527871,,
95,organisms,Bacteria:Tenericutes:RF3:ML615J-28,2,Bacteria:Tenericutes:RF3:ML615J-28,,,RF3,ML615J-28,Tenericutes,Bacteria,,Bacteria,ML615J-28,RF3,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253ARF3%253AML615J-28,MGYA00005316,22553.0,99.4268835692,177.0,0.7803200635,2.0,0.0088179534,2.0,0.0088218429,,,,,,
96,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae,Oxalobacteraceae,,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Oxalobacteraceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AOxalobacteraceae,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,161.0,0.7098452449,157.0,0.6925146663,2.0,0.0116056403,,,,
97,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Adlercreutzia,4,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Adlercreutzia,Coriobacteriaceae,Adlercreutzia,Coriobacteriia,Coriobacteriales,Actinobacteria,Bacteria,,Bacteria,Adlercreutzia,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253AAdlercreutzia,MGYA00005316,22553.0,99.4268835692,69.0,0.3041925671,46.0,0.2028129271,46.0,0.2029023863,46.0,0.2669297278,4.0,0.0374111485,,
98,organisms,Bacteria:Firmicutes:Clostridia:Natranaerobiales:Anaerobrancaceae,6,Bacteria:Firmicutes:Clostridia:Natranaerobiales:Anaerobrancaceae,Anaerobrancaceae,,Clostridia,Natranaerobiales,Firmicutes,Bacteria,,Bacteria,Anaerobrancaceae,Natranaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253ANatranaerobiales%253AAnaerobrancaceae,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,6.0,0.0264655286,6.0,0.034816921,,,,
99,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Oxobacter,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Oxobacter,Clostridiaceae,Oxobacter,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Oxobacter,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AOxobacter,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,333.0,1.9323391168,1.0,0.0093527871,,
100,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus,3,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus,Lactobacillaceae,Lactobacillus,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Lactobacillus,Lactobacillaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ALactobacillaceae%253ALactobacillus,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,87.0,0.3835809709,36.0,0.1587931719,3.0,0.0174084605,3.0,0.0280583614,,
101,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium,4,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium,Bifidobacteriaceae,Bifidobacterium,Actinobacteria,Bifidobacteriales,Actinobacteria,Bacteria,,Bacteria,Bifidobacterium,Bifidobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium,MGYA00005316,22553.0,99.4268835692,69.0,0.3041925671,22.0,0.0969974869,15.0,0.0661638216,15.0,0.0870423026,14.0,0.1309390198,,
102,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:perfringens,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:perfringens,Clostridiaceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,perfringens,Bacteria,perfringens,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Aperfringens,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,333.0,1.9323391168,156.0,1.4590347924,5.0,0.1714677641
103,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:fragilis,18,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:fragilis,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,fragilis,Bacteria,fragilis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Afragilis,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,3852.0,22.3524632972,3827.0,35.7931163487,18.0,0.6172839506
104,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter,10,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter,Enterobacteriaceae,Citrobacter,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,,Bacteria,Citrobacter,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACitrobacter,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,284.0,1.2527016894,284.0,1.6480009285,11.0,0.1028806584,,
105,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae,11,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae,Peptococcaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Peptococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,15.0,0.0870423026,,,,
106,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira,52,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira,Lachnospiraceae,Lachnospira,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Lachnospira,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnospira,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,54.0,0.5050505051,,
107,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Hespellia:stercorisuis,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Hespellia:stercorisuis,Lachnospiraceae,Hespellia,Clostridia,Clostridiales,Firmicutes,Bacteria,stercorisuis,Bacteria,stercorisuis,Hespellia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AHespellia%253Astercorisuis,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,1.0,0.0093527871,1.0,0.0342935528
108,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae,5,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae,Desulfovibrionaceae,,Deltaproteobacteria,Desulfovibrionales,Proteobacteria,Bacteria,,Bacteria,Desulfovibrionaceae,Desulfovibrionales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,181.0,0.7980247784,180.0,0.7939658595,180.0,1.0445076307,,,,
109,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,936,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,Ruminococcaceae,Oscillospira,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Oscillospira,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AOscillospira,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,4406.0,25.5672256717,943.0,8.8196782641,,
110,organisms,Archaea:Euryarchaeota:Thermoplasmata:E2:Methanomassiliicoccaceae:Methanomassiliicoccus,9,Archaea:Euryarchaeota:Thermoplasmata:E2:Methanomassiliicoccaceae:Methanomassiliicoccus,Methanomassiliicoccaceae,Methanomassiliicoccus,Thermoplasmata,E2,Euryarchaeota,Archaea,,Archaea,Methanomassiliicoccus,Methanomassiliicoccaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Archaea%253AEuryarchaeota%253AThermoplasmata%253AE2%253AMethanomassiliicoccaceae%253AMethanomassiliicoccus,MGYA00005316,130.0,0.5731164308,130.0,0.5731164308,10.0,0.0440897668,10.0,0.0441092144,10.0,0.0580282017,9.0,0.0841750842,,
111,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,4,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,SB-1,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,SB-1,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ASB-1,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,4.0,0.0232112807,,,,
112,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,22,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,Lachnospiraceae,Blautia,Clostridia,Clostridiales,Firmicutes,Bacteria,producta,Bacteria,producta,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aproducta,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,170.0,1.5899738122,22.0,0.7544581619
113,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:PB19,1,Bacteria:Proteobacteria:Deltaproteobacteria:PB19,,,Deltaproteobacteria,PB19,Proteobacteria,Bacteria,,Bacteria,PB19,Deltaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253APB19,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,181.0,0.7980247784,1.0,0.0044109214,,,,,,
114,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae,15,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae,Bacteroidaceae,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Bacteroidaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,3852.0,22.3524632972,,,,
115,organisms,Bacteria:Synergistetes:Synergistia:Synergistales:Anaerobaculaceae:Anaerobaculum,1,Bacteria:Synergistetes:Synergistia:Synergistales:Anaerobaculaceae:Anaerobaculum,Anaerobaculaceae,Anaerobaculum,Synergistia,Synergistales,Synergistetes,Bacteria,,Bacteria,Anaerobaculum,Anaerobaculaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ASynergistetes%253ASynergistia%253ASynergistales%253AAnaerobaculaceae%253AAnaerobaculum,MGYA00005316,22553.0,99.4268835692,1.0,0.0044085879,1.0,0.0044089767,1.0,0.0044109214,1.0,0.0058028202,1.0,0.0093527871,,
116,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,22,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,Veillonellaceae,Veillonella,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Veillonella,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,87.0,0.5048453548,26.0,0.2431724654,,
117,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Caldicoprobacteraceae:Caldicoprobacter,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Caldicoprobacteraceae:Caldicoprobacter,Caldicoprobacteraceae,Caldicoprobacter,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Caldicoprobacter,Caldicoprobacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ACaldicoprobacteraceae%253ACaldicoprobacter,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,1.0,0.0058028202,1.0,0.0093527871,,
118,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,5,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,Streptococcaceae,Lactococcus,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Lactococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253ALactococcus,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,87.0,0.3835809709,36.0,0.1587931719,30.0,0.1740846051,5.0,0.0467639357,,
119,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,Mogibacteriaceae,Mogibacterium,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Mogibacterium,Mogibacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae%253AMogibacterium,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,30.0,0.1740846051,3.0,0.0280583614,,
