,type,id,attributes.samples-count,attributes.biome-name,attributes.lineage,relationships.samples.links.related,relationships.studies.links.related,relationships.genomes.links.related,relationships.children.links.related,links.self
228,biomes,root:Environmental:Terrestrial:Soil:Loam:Agricultural,73,Agricultural,root:Environmental:Terrestrial:Soil:Loam:Agricultural,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Agricultural/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Agricultural/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Agricultural/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Agricultural/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Agricultural
229,biomes,root:Environmental:Terrestrial:Soil:Loam:Contaminated,121,Contaminated,root:Environmental:Terrestrial:Soil:Loam:Contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Contaminated/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Contaminated
230,biomes,root:Environmental:Terrestrial:Soil:Loam:Forest soil,995,Forest soil,root:Environmental:Terrestrial:Soil:Loam:Forest soil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Forest%20soil/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Forest%20soil/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Forest%20soil/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Forest%20soil/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Forest%20soil
231,biomes,root:Environmental:Terrestrial:Soil:Loam:Grasslands,0,Grasslands,root:Environmental:Terrestrial:Soil:Loam:Grasslands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Grasslands/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Grasslands/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Grasslands/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Grasslands/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Loam:Grasslands
232,biomes,root:Environmental:Terrestrial:Soil:Sand,138,Sand,root:Environmental:Terrestrial:Soil:Sand,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand
233,biomes,root:Environmental:Terrestrial:Soil:Sand:Desert,4,Desert,root:Environmental:Terrestrial:Soil:Sand:Desert,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Desert/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Desert/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Desert/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Desert/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Desert
234,biomes,root:Environmental:Terrestrial:Soil:Sand:Forest soil,0,Forest soil,root:Environmental:Terrestrial:Soil:Sand:Forest soil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Forest%20soil/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Forest%20soil/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Forest%20soil/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Forest%20soil/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Forest%20soil
235,biomes,root:Environmental:Terrestrial:Soil:Sand:Grasslands,0,Grasslands,root:Environmental:Terrestrial:Soil:Sand:Grasslands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Grasslands/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Grasslands/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Grasslands/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Grasslands/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Grasslands
236,biomes,root:Environmental:Terrestrial:Soil:Sand:Oil-contaminated,32,Oil-contaminated,root:Environmental:Terrestrial:Soil:Sand:Oil-contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Oil-contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Oil-contaminated/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Oil-contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Oil-contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Sand:Oil-contaminated
237,biomes,root:Environmental:Terrestrial:Soil:Silt,9,Silt,root:Environmental:Terrestrial:Soil:Silt,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Silt/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Silt/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Silt/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Silt/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Silt
238,biomes,root:Environmental:Terrestrial:Soil:Agricultural,4300,Agricultural,root:Environmental:Terrestrial:Soil:Agricultural,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Agricultural/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Agricultural/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Agricultural/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Agricultural/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Agricultural
239,biomes,root:Environmental:Terrestrial:Soil:Boreal forest,30,Boreal forest,root:Environmental:Terrestrial:Soil:Boreal forest,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Boreal%20forest/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Boreal%20forest/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Boreal%20forest/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Boreal%20forest/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Boreal%20forest
240,biomes,root:Environmental:Terrestrial:Soil:Contaminated,887,Contaminated,root:Environmental:Terrestrial:Soil:Contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Contaminated/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Contaminated
241,biomes,root:Environmental:Terrestrial:Soil:Desert,244,Desert,root:Environmental:Terrestrial:Soil:Desert,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Desert/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Desert/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Desert/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Desert/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Desert
242,biomes,root:Environmental:Terrestrial:Soil:Forest soil,2829,Forest soil,root:Environmental:Terrestrial:Soil:Forest soil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil
243,biomes,root:Environmental:Terrestrial:Soil:Grasslands,1741,Grasslands,root:Environmental:Terrestrial:Soil:Grasslands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands
244,biomes,root:Environmental:Terrestrial:Soil:Mine,50,Mine,root:Environmental:Terrestrial:Soil:Mine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine
245,biomes,root:Environmental:Terrestrial:Soil:Mine drainage,1,Mine drainage,root:Environmental:Terrestrial:Soil:Mine drainage,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage
246,biomes,root:Environmental:Terrestrial:Soil:Oil-contaminated,196,Oil-contaminated,root:Environmental:Terrestrial:Soil:Oil-contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated
247,biomes,root:Environmental:Terrestrial:Soil:Permafrost,140,Permafrost,root:Environmental:Terrestrial:Soil:Permafrost,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost
248,biomes,root:Environmental:Terrestrial:Soil:Shrubland,0,Shrubland,root:Environmental:Terrestrial:Soil:Shrubland,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland
249,biomes,root:Environmental:Terrestrial:Soil:Tropical rainforest,320,Tropical rainforest,root:Environmental:Terrestrial:Soil:Tropical rainforest,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest
250,biomes,root:Environmental:Terrestrial:Soil:Uranium contaminated,11,Uranium contaminated,root:Environmental:Terrestrial:Soil:Uranium contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated
251,biomes,root:Environmental:Terrestrial:Soil:Viriome,0,Viriome,root:Environmental:Terrestrial:Soil:Viriome,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome
252,biomes,root:Environmental:Terrestrial:Soil:Wetlands,59,Wetlands,root:Environmental:Terrestrial:Soil:Wetlands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands
253,biomes,root:Environmental:Terrestrial:Soil:Wetlands:Permafrost,4,Permafrost,root:Environmental:Terrestrial:Soil:Wetlands:Permafrost,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost
254,biomes,root:Environmental:Terrestrial:Volcanic,16,Volcanic,root:Environmental:Terrestrial:Volcanic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic
255,biomes,root:Environmental:Terrestrial:Volcanic:Fumaroles,0,Fumaroles,root:Environmental:Terrestrial:Volcanic:Fumaroles,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles
256,biomes,root:Host-associated,1772,Host-associated,root:Host-associated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated
257,biomes,root:Host-associated:Algae,422,Algae,root:Host-associated:Algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae
258,biomes,root:Host-associated:Algae:Brown Algae,130,Brown Algae,root:Host-associated:Algae:Brown Algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae
259,biomes,root:Host-associated:Algae:Green algae,0,Green algae,root:Host-associated:Algae:Green algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae
260,biomes,root:Host-associated:Algae:Green algae:Ectosymbionts,0,Ectosymbionts,root:Host-associated:Algae:Green algae:Ectosymbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts
261,biomes,root:Host-associated:Algae:Red algae,9,Red algae,root:Host-associated:Algae:Red algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae
262,biomes,root:Host-associated:Algae:Red algae:Ectosymbionts ,0,Ectosymbionts ,root:Host-associated:Algae:Red algae:Ectosymbionts ,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20
263,biomes,root:Host-associated:Amphibia,122,Amphibia,root:Host-associated:Amphibia,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia
264,biomes,root:Host-associated:Amphibia:Digestive system,0,Digestive system,root:Host-associated:Amphibia:Digestive system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system
265,biomes,root:Host-associated:Amphibia:Excretory system,0,Excretory system,root:Host-associated:Amphibia:Excretory system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system
266,biomes,root:Host-associated:Animal,961,Animal,root:Host-associated:Animal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal
267,biomes,root:Host-associated:Animal:Circulatory system,0,Circulatory system,root:Host-associated:Animal:Circulatory system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system
268,biomes,root:Host-associated:Animal:Digestive system,233,Digestive system,root:Host-associated:Animal:Digestive system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system
