,closed_antecedents,closed_consequents,length_antecedents,length_consequents,origin_sample_antecedents,origin_sample_consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,closed_antecedents_consequents,numbers,category
1493,"['#ANT_Coprococcus_eutactus', '#ANT_Eubacterium_dolichum', '#ANT_Ruminococcus_flavefaciens']",['#CON_Dorea_formicigenerans'],3,1,"[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32], [20, 21, 22, 25, 31, 32, 33, 34, 36], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39]]",0.7,0.95,0.7,1.0,1.052631578947368,0.03500000000000003,inf,0.1666666666666668,"['#ANT_Coprococcus_eutactus', '#ANT_Eubacterium_dolichum', '#ANT_Ruminococcus_flavefaciens', '#CON_Dorea_formicigenerans']",1493,ill sample species
1494,"['#ANT_Dorea_formicigenerans', '#ANT_Eubacterium_dolichum', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],3,1,"[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39], [20, 21, 22, 25, 31, 32, 33, 34, 36], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.7,0.9,0.7,1.0,1.111111111111111,0.06999999999999995,inf,0.3333333333333331,"['#ANT_Dorea_formicigenerans', '#ANT_Eubacterium_dolichum', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1494,ill sample species
1495,"['#ANT_Coprococcus_eutactus', '#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum']",['#CON_Ruminococcus_flavefaciens'],3,1,"[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32], [20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39], [20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 34, 35, 36, 39]]","[[20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]",0.7,0.85,0.7,1.0,1.176470588235294,0.105,inf,0.4999999999999999,"['#ANT_Coprococcus_eutactus', '#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#CON_Ruminococcus_flavefaciens']",1495,ill sample species
1496,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],3,1,"[[20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39], [20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 34, 35, 36, 39], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.7,0.9,0.7,1.0,1.111111111111111,0.06999999999999995,inf,0.3333333333333331,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1496,ill sample species
1497,"['#ANT_Coprococcus_eutactus', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_longum']",['#CON_Ruminococcus_flavefaciens'],3,1,"[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32], [20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39], [20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 34, 35, 36, 39]]","[[20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]",0.7,0.85,0.7,1.0,1.176470588235294,0.105,inf,0.4999999999999999,"['#ANT_Coprococcus_eutactus', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_longum', '#CON_Ruminococcus_flavefaciens']",1497,ill sample species
1498,"['#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],3,1,"[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39], [20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 34, 35, 36, 39], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.7,0.9,0.7,1.0,1.111111111111111,0.06999999999999995,inf,0.3333333333333331,"['#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1498,ill sample species
1499,"['#ANT_Coprococcus_eutactus', '#ANT_Ruminococcus_torques', '#ANT_Bifidobacterium_longum']",['#CON_Ruminococcus_flavefaciens'],3,1,"[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32], [20, 23, 24, 25, 26, 28, 29, 31, 32, 33, 35, 36], [20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 34, 35, 36, 39]]","[[20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]",0.7,0.85,0.7,1.0,1.176470588235294,0.105,inf,0.4999999999999999,"['#ANT_Coprococcus_eutactus', '#ANT_Ruminococcus_torques', '#ANT_Bifidobacterium_longum', '#CON_Ruminococcus_flavefaciens']",1499,ill sample species
1500,"['#ANT_Ruminococcus_torques', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],3,1,"[[20, 23, 24, 25, 26, 28, 29, 31, 32, 33, 35, 36], [20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 34, 35, 36, 39], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.7,0.9,0.7,1.0,1.111111111111111,0.06999999999999995,inf,0.3333333333333331,"['#ANT_Ruminococcus_torques', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1500,ill sample species
1501,"['#ANT_Coprococcus_eutactus', '#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_adolescentis']",['#CON_Ruminococcus_flavefaciens'],3,1,"[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32], [20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39], [20, 23, 28, 29, 30, 33, 34, 35, 36, 39]]","[[20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]",0.7,0.85,0.7,1.0,1.176470588235294,0.105,inf,0.4999999999999999,"['#ANT_Coprococcus_eutactus', '#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_adolescentis', '#CON_Ruminococcus_flavefaciens']",1501,ill sample species
1502,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_adolescentis', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],3,1,"[[20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39], [20, 23, 28, 29, 30, 33, 34, 35, 36, 39], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.7,0.9,0.7,1.0,1.111111111111111,0.06999999999999995,inf,0.3333333333333331,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_adolescentis', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1502,ill sample species
1503,"['#ANT_Coprococcus_eutactus', '#ANT_Ruminococcus_torques', '#ANT_Bifidobacterium_adolescentis']",['#CON_Ruminococcus_flavefaciens'],3,1,"[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32], [20, 23, 24, 25, 26, 28, 29, 31, 32, 33, 35, 36], [20, 23, 28, 29, 30, 33, 34, 35, 36, 39]]","[[20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]",0.7,0.85,0.7,1.0,1.176470588235294,0.105,inf,0.4999999999999999,"['#ANT_Coprococcus_eutactus', '#ANT_Ruminococcus_torques', '#ANT_Bifidobacterium_adolescentis', '#CON_Ruminococcus_flavefaciens']",1503,ill sample species
1504,"['#ANT_Ruminococcus_torques', '#ANT_Bifidobacterium_adolescentis', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],3,1,"[[20, 23, 24, 25, 26, 28, 29, 31, 32, 33, 35, 36], [20, 23, 28, 29, 30, 33, 34, 35, 36, 39], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.7,0.9,0.7,1.0,1.111111111111111,0.06999999999999995,inf,0.3333333333333331,"['#ANT_Ruminococcus_torques', '#ANT_Bifidobacterium_adolescentis', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1504,ill sample species
1505,"['#ANT_Bacteroides_eggerthii', '#ANT_Bacteroides_fragilis']",['#CON_Bacteroides_acidifaciens'],2,1,"[[21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36], [20, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38]]","[[20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38]]",0.95,0.95,0.95,1.0,1.052631578947368,0.04749999999999999,inf,0.9999999999999988,"['#ANT_Bacteroides_eggerthii', '#ANT_Bacteroides_fragilis', '#CON_Bacteroides_acidifaciens']",1505,ill sample species
1506,"['#ANT_Bacteroides_eggerthii', '#ANT_Bacteroides_acidifaciens']",['#CON_Bacteroides_fragilis'],2,1,"[[21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36], [20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38]]","[[20, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38]]",0.95,0.95,0.95,1.0,1.052631578947368,0.04749999999999999,inf,0.9999999999999988,"['#ANT_Bacteroides_eggerthii', '#ANT_Bacteroides_acidifaciens', '#CON_Bacteroides_fragilis']",1506,ill sample species
1507,"['#ANT_Bacteroides_fragilis', '#ANT_Bacteroides_acidifaciens']",['#CON_Bacteroides_eggerthii'],2,1,"[[20, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38], [20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38]]","[[21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36]]",0.95,0.95,0.95,1.0,1.052631578947368,0.04749999999999999,inf,0.9999999999999988,"['#ANT_Bacteroides_fragilis', '#ANT_Bacteroides_acidifaciens', '#CON_Bacteroides_eggerthii']",1507,ill sample species
1508,"['#ANT_Roseburia_faecis', '#ANT_Dorea_formicigenerans']",['#CON_Shuttleworthia_satelles'],2,1,"[[20, 21, 22, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39], [20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39]]","[[20, 21, 22, 24, 28, 29, 30, 31, 32, 33, 34, 35, 36]]",0.9,0.9,0.9,1.0,1.111111111111111,0.08999999999999997,inf,0.9999999999999999,"['#ANT_Roseburia_faecis', '#ANT_Dorea_formicigenerans', '#CON_Shuttleworthia_satelles']",1508,ill sample species
1509,"['#ANT_Roseburia_faecis', '#ANT_Shuttleworthia_satelles']",['#CON_Dorea_formicigenerans'],2,1,"[[20, 21, 22, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39], [20, 21, 22, 24, 28, 29, 30, 31, 32, 33, 34, 35, 36]]","[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39]]",0.9,0.95,0.9,1.0,1.052631578947368,0.04500000000000004,inf,0.5000000000000006,"['#ANT_Roseburia_faecis', '#ANT_Shuttleworthia_satelles', '#CON_Dorea_formicigenerans']",1509,ill sample species
1510,"['#ANT_Dorea_formicigenerans', '#ANT_Shuttleworthia_satelles']",['#CON_Roseburia_faecis'],2,1,"[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39], [20, 21, 22, 24, 28, 29, 30, 31, 32, 33, 34, 35, 36]]","[[20, 21, 22, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39]]",0.9,0.9,0.9,1.0,1.111111111111111,0.08999999999999997,inf,0.9999999999999999,"['#ANT_Dorea_formicigenerans', '#ANT_Shuttleworthia_satelles', '#CON_Roseburia_faecis']",1510,ill sample species
1511,"['#ANT_Collinsella_aerofaciens', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],2,1,"[[20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.8,0.9,0.8,1.0,1.111111111111111,0.07999999999999996,inf,0.4999999999999998,"['#ANT_Collinsella_aerofaciens', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1511,ill sample species
1512,"['#ANT_Dorea_formicigenerans', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],2,1,"[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.8,0.9,0.8,1.0,1.111111111111111,0.07999999999999996,inf,0.4999999999999998,"['#ANT_Dorea_formicigenerans', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1512,ill sample species
1513,"['#ANT_Ruminococcus_torques', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],2,1,"[[20, 23, 24, 25, 26, 28, 29, 31, 32, 33, 35, 36], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.8,0.9,0.8,1.0,1.111111111111111,0.07999999999999996,inf,0.4999999999999998,"['#ANT_Ruminococcus_torques', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1513,ill sample species
1514,"['#ANT_Coprococcus_eutactus', '#ANT_Eubacterium_dolichum']",['#CON_Dorea_formicigenerans'],2,1,"[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32], [20, 21, 22, 25, 31, 32, 33, 34, 36]]","[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39]]",0.75,0.95,0.75,1.0,1.052631578947368,0.03750000000000009,inf,0.2000000000000005,"['#ANT_Coprococcus_eutactus', '#ANT_Eubacterium_dolichum', '#CON_Dorea_formicigenerans']",1514,ill sample species
1515,"['#ANT_Eubacterium_dolichum', '#ANT_Collinsella_aerofaciens']",['#CON_Dorea_formicigenerans'],2,1,"[[20, 21, 22, 25, 31, 32, 33, 34, 36], [20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]]","[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39]]",0.75,0.95,0.75,1.0,1.052631578947368,0.03750000000000009,inf,0.2000000000000005,"['#ANT_Eubacterium_dolichum', '#ANT_Collinsella_aerofaciens', '#CON_Dorea_formicigenerans']",1515,ill sample species
1516,"['#ANT_Eubacterium_dolichum', '#ANT_Ruminococcus_torques']",['#CON_Dorea_formicigenerans'],2,1,"[[20, 21, 22, 25, 31, 32, 33, 34, 36], [20, 23, 24, 25, 26, 28, 29, 31, 32, 33, 35, 36]]","[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39]]",0.75,0.95,0.75,1.0,1.052631578947368,0.03750000000000009,inf,0.2000000000000005,"['#ANT_Eubacterium_dolichum', '#ANT_Ruminococcus_torques', '#CON_Dorea_formicigenerans']",1516,ill sample species
1517,"['#ANT_Coprococcus_eutactus', '#ANT_Bifidobacterium_longum']",['#CON_Ruminococcus_flavefaciens'],2,1,"[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32], [20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 34, 35, 36, 39]]","[[20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]",0.75,0.85,0.75,1.0,1.176470588235294,0.1125,inf,0.6000000000000002,"['#ANT_Coprococcus_eutactus', '#ANT_Bifidobacterium_longum', '#CON_Ruminococcus_flavefaciens']",1517,ill sample species
1518,"['#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],2,1,"[[20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 34, 35, 36, 39], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.75,0.9,0.75,1.0,1.111111111111111,0.07499999999999996,inf,0.3999999999999997,"['#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1518,ill sample species
1519,"['#ANT_Coprococcus_eutactus', '#ANT_Bifidobacterium_adolescentis']",['#CON_Ruminococcus_flavefaciens'],2,1,"[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32], [20, 23, 28, 29, 30, 33, 34, 35, 36, 39]]","[[20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]",0.75,0.85,0.75,1.0,1.176470588235294,0.1125,inf,0.6000000000000002,"['#ANT_Coprococcus_eutactus', '#ANT_Bifidobacterium_adolescentis', '#CON_Ruminococcus_flavefaciens']",1519,ill sample species
1520,"['#ANT_Bifidobacterium_adolescentis', '#ANT_Ruminococcus_flavefaciens']",['#CON_Coprococcus_eutactus'],2,1,"[[20, 23, 28, 29, 30, 33, 34, 35, 36, 39], [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.75,0.9,0.75,1.0,1.111111111111111,0.07499999999999996,inf,0.3999999999999997,"['#ANT_Bifidobacterium_adolescentis', '#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1520,ill sample species
1521,"['#ANT_Dorea_formicigenerans', '#ANT_Clostridium_perfringens']",['#CON_Collinsella_aerofaciens'],2,1,"[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39], [23, 24, 25, 26]]","[[20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]]",0.7,0.95,0.7,1.0,1.052631578947368,0.03500000000000003,inf,0.1666666666666668,"['#ANT_Dorea_formicigenerans', '#ANT_Clostridium_perfringens', '#CON_Collinsella_aerofaciens']",1521,ill sample species
1522,"['#ANT_Clostridium_perfringens', '#ANT_Ruminococcus_torques']",['#CON_Collinsella_aerofaciens'],2,1,"[[23, 24, 25, 26], [20, 23, 24, 25, 26, 28, 29, 31, 32, 33, 35, 36]]","[[20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]]",0.7,0.95,0.7,1.0,1.052631578947368,0.03500000000000003,inf,0.1666666666666668,"['#ANT_Clostridium_perfringens', '#ANT_Ruminococcus_torques', '#CON_Collinsella_aerofaciens']",1522,ill sample species
1523,['#ANT_Ruminococcus_flavefaciens'],['#CON_Coprococcus_eutactus'],1,1,"[[20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36]]","[[20, 21, 22, 23, 24, 26, 28, 29, 30, 32]]",0.85,0.9,0.85,1.0,1.111111111111111,0.08499999999999996,inf,0.6666666666666664,"['#ANT_Ruminococcus_flavefaciens', '#CON_Coprococcus_eutactus']",1523,ill sample species
1524,['#ANT_Eubacterium_dolichum'],['#CON_Dorea_formicigenerans'],1,1,"[[20, 21, 22, 25, 31, 32, 33, 34, 36]]","[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39]]",0.8,0.95,0.8,1.0,1.052631578947368,0.04000000000000004,inf,0.2500000000000003,"['#ANT_Eubacterium_dolichum', '#CON_Dorea_formicigenerans']",1524,ill sample species
1525,['#ANT_Clostridium_perfringens'],['#CON_Collinsella_aerofaciens'],1,1,"[[23, 24, 25, 26]]","[[20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]]",0.75,0.95,0.75,1.0,1.052631578947368,0.03750000000000009,inf,0.2000000000000005,"['#ANT_Clostridium_perfringens', '#CON_Collinsella_aerofaciens']",1525,ill sample species
1526,['#ANT_Clostridium_difficile'],['#CON_Dorea_formicigenerans'],1,1,"[[21, 22, 25, 36]]","[[20, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39]]",0.7,0.95,0.7,1.0,1.052631578947368,0.03500000000000003,inf,0.1666666666666668,"['#ANT_Clostridium_difficile', '#CON_Dorea_formicigenerans']",1526,ill sample species
1527,"['#ANT_GO:proton-transporting_two-sector_ATPase_complex-cellular_component', '#ANT_GO:transposition-biological_process', '#ANT_GO:cell_division-biological_process', '#ANT_GO:homeostatic_process-biological_process']",['#CON_GO:ATP_metabolic_process-biological_process'],4,1,"[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.7,0.95,0.7,1.0,1.052631578947368,0.03500000000000003,inf,0.1666666666666668,"['#ANT_GO:proton-transporting_two-sector_ATPase_complex-cellular_component', '#ANT_GO:transposition-biological_process', '#ANT_GO:cell_division-biological_process', '#ANT_GO:homeostatic_process-biological_process', '#CON_GO:ATP_metabolic_process-biological_process']",1527,healthy sample functionality
1528,"['#ANT_GO:proton-transporting_two-sector_ATPase_complex-cellular_component', '#ANT_GO:ATP_metabolic_process-biological_process', '#ANT_GO:cell_division-biological_process', '#ANT_GO:homeostatic_process-biological_process']",['#CON_GO:transposition-biological_process'],4,1,"[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.7,0.95,0.7,1.0,1.052631578947368,0.03500000000000003,inf,0.1666666666666668,"['#ANT_GO:proton-transporting_two-sector_ATPase_complex-cellular_component', '#ANT_GO:ATP_metabolic_process-biological_process', '#ANT_GO:cell_division-biological_process', '#ANT_GO:homeostatic_process-biological_process', '#CON_GO:transposition-biological_process']",1528,healthy sample functionality
1529,"['#ANT_GO:ATP_metabolic_process-biological_process', '#ANT_GO:transposition-biological_process', '#ANT_GO:cell_division-biological_process', '#ANT_GO:homeostatic_process-biological_process']",['#CON_GO:proton-transporting_two-sector_ATPase_complex-cellular_component'],4,1,"[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.7,0.95,0.7,1.0,1.052631578947368,0.03500000000000003,inf,0.1666666666666668,"['#ANT_GO:ATP_metabolic_process-biological_process', '#ANT_GO:transposition-biological_process', '#ANT_GO:cell_division-biological_process', '#ANT_GO:homeostatic_process-biological_process', '#CON_GO:proton-transporting_two-sector_ATPase_complex-cellular_component']",1529,healthy sample functionality
1530,"['#ANT_GO:ATP_metabolic_process-biological_process', '#ANT_GO:proton-transporting_two-sector_ATPase_complex-cellular_component', '#ANT_GO:transposition-biological_process', '#ANT_GO:cell_division-biological_process']",['#CON_GO:homeostatic_process-biological_process'],4,1,"[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19]]",0.8,0.9,0.7,0.8749999999999999,0.9722222222222221,-0.02000000000000013,0.7999999999999992,-0.1250000000000007,"['#ANT_GO:ATP_metabolic_process-biological_process', '#ANT_GO:proton-transporting_two-sector_ATPase_complex-cellular_component', '#ANT_GO:transposition-biological_process', '#ANT_GO:cell_division-biological_process', '#CON_GO:homeostatic_process-biological_process']",1530,healthy sample functionality
1531,"['#ANT_GO:ATP_metabolic_process-biological_process', '#ANT_GO:proton-transporting_two-sector_ATPase_complex-cellular_component', '#ANT_GO:transposition-biological_process', '#ANT_GO:homeostatic_process-biological_process']",['#CON_GO:cell_division-biological_process'],4,1,"[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19]]","[[2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.85,0.8,0.7,0.8235294117647058,1.029411764705882,0.01999999999999991,1.133333333333333,0.1904761904761896,"['#ANT_GO:ATP_metabolic_process-biological_process', '#ANT_GO:proton-transporting_two-sector_ATPase_complex-cellular_component', '#ANT_GO:transposition-biological_process', '#ANT_GO:homeostatic_process-biological_process', '#CON_GO:cell_division-biological_process']",1531,healthy sample functionality
